"","Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","Region","IncomeGroup","TableName"
"66","Egypt, Arab Rep.","EGY","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,4948667540,5278005612,5605484299,5932242991,6524455206,8042200452,8609283346,9299638056,10098534613,9228963225,11632178869,13315988083,14400806876,14811704063,18020571429,21669908177,22136081081,27655172414,30966239814,33971188992,39053502251,41253507951,40455616654,34980124929,39756299050,42978914311,37387836491,41855986519,46578631453,51897983393,60159245060,67629716981,78436578171,84828807556,90710704807,99838543960,97632008710,87850683979,82924503943,78845185293,89685725230,107484000000,130479000000,162818000000,188982000000,218888000000,236002000000,279373000000,288586000000,305530000000,332698000000,332928000000,235369000000,250895000000,NA,"Middle East & North Africa","Lower middle income","Egypt, Arab Rep."
"67","Euro area","EMU","GDP (current US$)","NY.GDP.MKTP.CD",245447000000,270172000000,299820000000,336351000000,374098000000,408215000000,445145000000,483555000000,518386000000,572667000000,641661000000,727251000000,878565000000,1140550000000,1293480000000,1499900000000,1565340000000,1780490000000,2180290000000,2641050000000,2957970000000,2570730000000,2488860000000,2427980000000,2328910000000,2392630000000,3357840000000,4153060000000,4567520000000,4665530000000,5871570000000,6098790000000,6726740000000,6162110000000,6509750000000,7517780000000,7608600000000,6956700000000,7149350000000,7116770000000,6484570000000,6592350000000,7174010000000,8850830000000,10151000000000,10535400000000,11186000000000,12881600000000,14124900000000,12915100000000,12651400000000,13630800000000,12651400000000,13202700000000,13499100000000,11684200000000,11981400000000,12639400000000,13675600000000,NA,"","","Euro area"
"68","Eritrea","ERI","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477101651.6,467872714.8,531688311.7,578015625,693535954.2,686490090.1,745526154.9,688921325.7,706370815.6,752368495.5,729321366.7,870247703.2,1109054005,1098425901,1211161880,1317974491,1380188800,1856695551,2117039512,2607739837,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa","Low income","Eritrea"
"69","Spain","ESP","GDP (current US$)","NY.GDP.MKTP.CD",12072126075,13834300571,16138545209,19074913948,21343844644,24756958695,28721062242,31647119228,31475548481,36038711600,40881655099,46492797365,58971806627,78425934894,97009800115,114465000000,118185000000,132090000000,160163000000,214019000000,232135000000,202257000000,195464000000,170487000000,171635000000,180302000000,250638000000,317882000000,375139000000,413631000000,535101000000,575599000000,629202000000,523649000000,529122000000,612940000000,640998000000,588692000000,617042000000,633194000000,595403000000,625976000000,705146000000,906853000000,1069560000000,1157280000000,1264550000000,1479340000000,1635020000000,1499100000000,1431620000000,1488070000000,1336020000000,1361850000000,1376910000000,1199080000000,1237500000000,1314310000000,1426190000000,NA,"Europe & Central Asia","High income","Spain"
"70","Estonia","EST","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4373665146,4746109767,5066240419,5617109245,5726897998,5685774809,6245069734,7322069511,9833870709,12059201242,14006088297,16963625016,22237061730,24194039256,19652492637,19490936349,23170239901,23043864510,25137153149,26615854605,22904456872,23984296771,26611651599,30284890757,NA,"Europe & Central Asia","High income","Estonia"
"71","Ethiopia","ETH","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7324903188,7707678019,8567890821,8096302367,9480840483,9848600870,10527338647,10908935749,11476584879,12175166763,13463868357,10492993078,8830712714,6927950565,7663984568,8547939731,8589211390,7818224906,7700833482,8242392104,8231326016,7850809498,8623691300,10131187261,12401139454,15280861835,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47648211133,55612228234,64464547915,74271281811,81716326731,84355462494,NA,"Sub-Saharan Africa","Low income","Ethiopia"
"72","European Union","EUU","GDP (current US$)","NY.GDP.MKTP.CD",359004000000,390860000000,426985000000,470382000000,521291000000,567693000000,615395000000,661286000000,687337000000,754932000000,855493000000,967688000000,1158580000000,1471150000000,1653560000000,1927700000000,1996680000000,2261220000000,2771090000000,3384070000000,3862400000000,3417400000000,3288990000000,3187920000000,3060800000000,3163270000000,4337480000000,5366480000000,5985940000000,6111730000000,7578750000000,7859700000000,8562870000000,7808850000000,8293220000000,9630020000000,9840490000000,9287510000000,9606950000000,9590810000000,8910190000000,9012850000000,9827530000000,11960200000000,13809000000000,14443200000000,15408600000000,17810800000000,19163600000000,17126600000000,17009600000000,18374300000000,17316900000000,18052700000000,18668700000000,16446500000000,16551400000000,17349600000000,18756100000000,NA,"","","European Union"
"73","Fragile and conflict affected situations","FCS","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219802000000,201732000000,193875000000,220166000000,255524000000,310429000000,367377000000,451741000000,584365000000,544392000000,649697000000,709497000000,816783000000,850109000000,858910000000,774331000000,742854000000,829812000000,832471000000,NA,"","","Fragile and conflict affected situations"
"74","Finland","FIN","GDP (current US$)","NY.GDP.MKTP.CD",5224102196,5921659485,6340580854,6885920329,7766655086,8589340019,9208524505,9368954010,8823033880,10070766721,11365953567,12536710287,14754136507,19486826980,24867278714,29494515597,31873171719,33524682308,36283091408,44498283621,53685049410,52485533205,52832120390,51014090521,52926394935,55914236378,73586676050,91642093873,109103000000,119065000000,141518000000,127866000000,112625000000,89255751015,103322000000,134199000000,132099000000,126833000000,133936000000,135226000000,125540000000,129250000000,139553000000,171071000000,196768000000,204436000000,216553000000,255385000000,283742000000,251499000000,247800000000,273674000000,256706000000,269980000000,272609000000,232851000000,239010000000,252331000000,273961000000,NA,"Europe & Central Asia","High income","Finland"
"75","Fiji","FJI","GDP (current US$)","NY.GDP.MKTP.CD",112328422.1,116987784.9,122906435,129454728.6,140032741.5,147084750,150603925.5,162625885.9,166952937.1,182182067.7,219878482.2,247749327.7,316650509,425963359.4,558589870.9,684268280.8,694552411.7,719533137.1,829239489.8,1019743927,1202567359,1235899836,1194015444,1123107276,1177997414,1141210125,1290228617,1177908192,1109976928,1182686577,1337024782,1383843860,1531803061,1635426125,1825285158,1970347721,2129266728,2093994597,1656784780,1942170999,1684109743,1660102346,1842691481,2315935753,2727507213,3006725015,3102741451,3405050612,3523185920,2870624636,3140508836,3774530616,3972012571,4190143206,4856963252,4682546881,4926740194,5270335185,5479504926,NA,"East Asia & Pacific","Upper middle income","Fiji"
"76","France","FRA","GDP (current US$)","NY.GDP.MKTP.CD",62651474947,68346741504,76313782252,85551113767,94906593388,102161000000,110597000000,119466000000,129847000000,140725000000,148456000000,165967000000,203494000000,264430000000,285552000000,360832000000,372319000000,410279000000,506708000000,613953000000,701288000000,615552000000,584878000000,559869000000,530684000000,553138000000,771471000000,934173000000,1018850000000,1025210000000,1269180000000,1269280000000,1401470000000,1322820000000,1393980000000,1601090000000,1605680000000,1452880000000,1503110000000,1492650000000,1362250000000,1376470000000,1494290000000,1840480000000,2115740000000,2196130000000,2318590000000,2657210000000,2918380000000,2690220000000,2642610000000,2861410000000,2683830000000,2811080000000,2852170000000,2438210000000,2471290000000,2586290000000,2777540000000,NA,"Europe & Central Asia","High income","France"
"77","Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1107882641,1120280382,1058702725,1147654635,1262669892,1494011567,1688237552,1727792693,1984445416,2290133549,2432415998,2268387771,2320424601,2490807831,2366301252,2627049837,2850743875,2518096286,2689157271,NA,NA,NA,"Europe & Central Asia","High income","Faroe Islands"
"78","Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106500000,NA,NA,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,222103600,218845700,206900300,219646200,220660500,233226300,240051900,241543400,245277400,240097000,250149400,253372300,256548100,262868600,279966700,296525300,310502100,326128700,316040600,317999400,315179700,329895600,336427500,344501760,NA,"East Asia & Pacific","Lower middle income","Micronesia, Fed. Sts."
"79","Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",141468977.6,167637907.4,182796536.5,154480244.2,215679855.3,226474285.6,245849781.7,271543680.3,294468564.5,318124701,323802475.5,381687073.1,430508357.7,722780701.1,1544216004,2157592937,3009409971,2809349074,2389479269,3030251116,4279637934,3862269127,3618007844,3391275731,3561451562,3339914759,3403638194,3281797039,3834503378,4186411457,5952293766,5402919957,5592390849,4378645081,4190819314,4958845906,5694040337,5326816859,4483417120,4662992036,5067865321,5018874179,5310381151,6497305662,7756293575,9578973591,10318424464,12438956756,15508574820,12065138273,14358584300,18186478120,17171447372,17590745162,18179752010,14377324798,14014369642,14892609693,17017401832,NA,"Sub-Saharan Africa","Upper middle income","Gabon"
"80","United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",72328047042,76694360636,80601939635,85443766670,93387598814,100596000000,107091000000,111185000000,104703000000,112677000000,130672000000,148114000000,169965000000,192538000000,206131000000,241757000000,232615000000,263066000000,335883000000,438994000000,564948000000,540766000000,515049000000,489618000000,461487000000,489285000000,601453000000,745163000000,910123000000,926885000000,1093170000000,1142800000000,1179660000000,1061390000000,1140490000000,1335860000000,1409410000000,1553620000000,1641670000000,1668270000000,1648270000000,1625800000000,1773020000000,2043830000000,2403610000000,2525010000000,2697150000000,3084120000000,2904040000000,2394790000000,2452900000000,2634900000000,2676610000000,2753570000000,3034730000000,2896420000000,2659240000000,2637870000000,2825210000000,NA,"Europe & Central Asia","High income","United Kingdom"
"81","Georgia","GEO","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7753501868,6357615894,3690328964,2701181331,2513870587,2693731866,3094855183,3510443160,3613498175,2799976945,3057424694,3219488664,3395773557,3991284895,5125365192,6410878800,7745394293,10172882371,12795076469,10766776414,11638500814,14434568633,15846484588,16140014428,16509316418,13993566298,14378036929,15081330942,16209818081,NA,"Europe & Central Asia","Upper middle income","Georgia"
"82","Ghana","GHA","GDP (current US$)","NY.GDP.MKTP.CD",1217230038,1302674264,1382515590,1540797517,1731296119,2053462872,2126300573,1747187539,1666910166,1962051319,2215029450,2417107708,2112292945,2465492958,2894409938,2810106383,2765254237,3189428571,3662478185,4020227920,4445228216,4222441615,4035994398,4057275043,4412279843,4504342149,5727602645,5074829932,5197840979,5251764264,5889174825,6596546196,6413901602,5966255778,5444560669,6465137615,6934984709,6891308594,7480968858,7719354839,4983024408,5314909954,6166330136,7632406553,8881368538,10731634117,20409668522,24758819718,28526891010,25977847814,32174772956,39566292433,41939728979,63277216921,53601126665,49181854795,55009730589,58996776244,65556464056,NA,"Sub-Saharan Africa","Lower middle income","Ghana"
"83","Gibraltar","GIB","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe & Central Asia","High income","Gibraltar"
"84","Guinea","GIN","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1922600899,2041538057,2384295764,2432029380,2666616177,3014890569,3284625277,3279063318,3383218923,3693753379,3869032271,3783788551,3588376057,3461282294,2995360969,2833442750,2949637039,3446442219,3666349049,2937071767,4220019243,6281917656,6964179194,6716904569,6853467858,6785137173,7638045254,8376613843,8778473615,8794202444,8604520929,9915311049,10989790256,NA,"Sub-Saharan Africa","Low income","Guinea"
"85","Gambia, The","GMB","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,44212353.7,46695363.16,41160658.57,45168722.7,52296836.75,55728608.97,59161545,75187969.92,95797533.46,115182522.1,112189468.5,138094243.3,171836793.4,207114382.5,241080708.9,218764445.8,216051496,213446562.6,177338801.9,225724851.7,185646209.4,220626484.2,266673126.2,284119692.5,317083373.5,690314321.4,714255460.5,755042548.1,746491692.6,785996982.5,848237108.6,803630742.5,840285264.6,814723460.1,782915402.4,687408804.6,578236035.1,487038821.6,578785951.4,624173239.9,655070067.7,798885556.5,965781078.2,900639534,951806368.7,898290989.9,910026155.7,1367041585,1259063631,1394149616,1442298542,1489464788,1624464137,NA,"Sub-Saharan Africa","Low income","Gambia, The"
"86","Guinea-Bissau","GNB","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78733594.84,78540057.14,87702828.57,89374237.29,98775328.95,108985740.2,112386489,114971207.2,122666858.8,118537875.1,110653830.7,154731969.7,165523634.5,163577538.3,138478900.6,143856253.1,130225018.8,173836362,164458120.3,213143016.4,243961995.5,257150374.1,226313443.7,236880821.7,235620043.5,253966922.3,270419779.4,268550998.2,206457544.5,224446663.8,370173838.7,392278168.2,415843482,476388260.6,531109356.2,586795675.4,591839470.7,695990208.4,864654795.3,826798659.8,849050127.5,1098379392,989327811.8,1045790133,1053512334,1047808175,1178204501,1346841897,1458156026,NA,"Sub-Saharan Africa","Low income","Guinea-Bissau"
"87","Equatorial Guinea","GNQ","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,9122751.453,10840095.13,12712471.4,64748333.33,69110000,72317446.93,67514285.71,67225714.29,66331428.57,64946954.76,65429198.24,81203226.91,94159862.71,104295643.4,103653049.9,103987520.1,NA,NA,50642880.77,36731422.85,44294647.73,44442456.95,50320914.41,62118564.85,76407396.76,93345847.73,100534663.3,88265974.58,112119406.5,110906032.1,134707184.4,136047896.2,100807001.8,141853368.3,232463036.4,442337849.5,370687618.7,621117885.7,1045998496,1461139022,1806742742,2484745935,4410764339,8217369093,10086528699,13071718759,19749893536,15027795173,16298542028,21329395901,22389626329,21942597765,21736500713,13180195435,11233177619,12289913729,13317453070,NA,"Sub-Saharan Africa","Upper middle income","Equatorial Guinea"
"88","Greece","GRC","GDP (current US$)","NY.GDP.MKTP.CD",4446528165,5016048786,5327573509,5949478035,6680298251,7600579093,8455611129,9136711288,9915140546,11266091571,13139862500,14591755682,16885506818,22347844649,25351305682,28525872476,31152840485,36176233117,44270203154,54481875805,56829663469,52346507380,54617991327,49428872678,48020024788,47820850975,56379593720,65652751132,76261278405,79169043642,97891090929,105143000000,116225000000,108809000000,116602000000,136878000000,145862000000,143158000000,144428000000,142541000000,130134000000,136191000000,153831000000,201924000000,240521000000,247783000000,273318000000,318498000000,354461000000,330000000000,299362000000,287798000000,245671000000,239862000000,237030000000,196591000000,195222000000,203086000000,218032000000,NA,"Europe & Central Asia","High income","Greece"
"89","Grenada","GRD","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71494495.19,88322386.3,102244362.2,110900457,115651918.9,125435590,131803552.2,145533310.7,167728455.2,187589522.6,215009569.6,236357523.7,267327642.2,278098763,300757888.9,310160444.4,309812185.2,325111814.8,342172518.5,366911444.4,392190592.6,445903592.6,482009370.4,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695370296.3,698700666.7,758683592.6,825976037,771275555.6,771013259.3,778655925.9,799882259.3,842620111.1,911497407.4,997007925.9,1061631222,1126882296,1207454556,NA,"Latin America & Caribbean","Upper middle income","Grenada"
"90","Greenland","GRL","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69520026.67,88570952.87,106101175.7,140153748.2,169918948.6,211194305.7,240780413.6,282269373,355989047.3,420642463.4,476055288.4,435746974.8,402405069.4,416183706.9,379371608.4,412876071.1,603015696.5,787392365.8,898611007.9,929796722.4,1018970365,1016493395,1037921837,927219728.9,1005879948,1208946166,1197509787,1072147778,1149862703,1131561595,1068030830,1086172923,1169138789,1558753434,1822486689,1849805733,2013099482,2249811709,2499107511,2529948330,2503156061,2684467376,2609667674,2684952727,2842048998,2499115623,2713534471,NA,NA,NA,"Europe & Central Asia","High income","Greenland"
"91","Guatemala","GTM","GDP (current US$)","NY.GDP.MKTP.CD",1043599900,1076699900,1143600000,1262800000,1299099900,1331399900,1390700000,1453500000,1610500000,1715399900,1904000000,1984800000,2101300000,2569200100,3161499900,3645900000,4365300200,5480500200,6070600200,6902600200,7878700000,8607500300,8716999700,9050000400,9470000100,9721652087,7231963516,7084399840,7841602824,8410724361,7650125217,9406097735,10440842165,11399942453,12983235568,14655404433,15674835615,17790026222,19395491993,18318412251,19288827159,18702802789,20776669467,21917706491,23965275996,27211377225,30231249362,34113107086,39136954232,37734072278,41338521638,47654783852,50388460925,53851148432,58722323918,63767597194,68663653469,75620095538,78460447920,NA,"Latin America & Caribbean","Upper middle income","Guatemala"
"92","Guam","GUM","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3385000000,3560000000,3857000000,4197000000,4213000000,4375000000,4621000000,4781000000,4895000000,4928000000,5199000000,5336000000,5538000000,5710000000,5793000000,5859000000,NA,NA,"East Asia & Pacific","High income","Guam"
"93","Guyana","GUY","GDP (current US$)","NY.GDP.MKTP.CD",170215248.2,185848451.3,194948375.4,175756868.7,194773376.9,213235294.1,228705882.4,250176470.6,229750000,249300000,267800000,282050000,285380952.4,307047619,433954545.5,494791666.7,454440000,449880000,507080000,530440000,603200000,570357107.1,482000000,489333333.3,437631605.3,453488372.1,504651139.5,354591846.9,413799990,379779389.7,396582263.3,348533094.8,373573141.5,454101382.5,540874934.2,621626785.9,705406001.4,749138009.6,717530683.2,694754988.3,712667896.7,712167575.6,726131434.7,743064076.8,787814379.2,824880550.3,1458453715,1740180444,1916994912,2061323854,2273225042,2576024116,2861562266,2987684170,3077643314,3197225182,3504024213,3555205811,3610435299,NA,"Latin America & Caribbean","Upper middle income","Guyana"
"94","High income","HIC","GDP (current US$)","NY.GDP.MKTP.CD",1059340000000,1124270000000,1214280000000,1307430000000,1427740000000,1550220000000,1700300000000,1823710000000,1976080000000,2169150000000,2382070000000,2643910000000,3067850000000,3712560000000,4189550000000,4671730000000,5089230000000,5763470000000,6902110000000,7982000000000,8915310000000,9052810000000,8971170000000,9265540000000,9662200000000,10142400000000,12314000000000,14271900000000,16074800000000,16818000000000,18902900000000,20001000000000,21521000000000,21693700000000,23266600000000,25842500000000,26071100000000,25641900000000,25737900000000,27032000000000,27585600000000,27317100000000,28477700000000,31924100000000,35531800000000,37583700000000,39688800000000,43408100000000,46144100000000,43284400000000,45352000000000,48938300000000,48994700000000,49584400000000,50660500000000,47850600000000,48846700000000,51007700000000,54118800000000,NA,"","","High income"
"95","Hong Kong SAR, China","HKG","GDP (current US$)","NY.GDP.MKTP.CD",1320796652,1383681651,1612346412,1935298266,2206466461,2435078534,2489845017,2692474989,2716964388,3189740055,3800766536,4476001946,5710107420,8030117556,9388663646,10048022370,12876366009,15719433719,18315007366,22526035941,28861759209,31055409443,32291306282,29907091340,33511383986,35699543051,41075570592,50622571586,59707404561,68790369107,76928290842,88959620136,104272000000,120354000000,135812000000,144653000000,159717000000,177353000000,168886000000,165768000000,171668000000,169403000000,166349000000,161385000000,169100000000,181570000000,193536000000,211597000000,219280000000,214046000000,228638000000,248514000000,262629000000,275697000000,291459000000,309384000000,320861000000,341648000000,362993000000,NA,"East Asia & Pacific","High income","Hong Kong SAR, China"
"96","Honduras","HND","GDP (current US$)","NY.GDP.MKTP.CD",335650000,356200000,387750000,410200000,457000000,508650000,549950000,598100000,646800000,668000050,723000000,731000000,802999950,912499950,1034500000,1124000000,1347999950,1669499950,3097242093,3544281976,3968160046,4043894879,4266503526,4476697185,4915311846,5278120713,5677828959,6190521241,5902717092,5432344902,4923009552,4648668479,4943700431,4926728933,4642280682,5347445005,5215028986,5737099650,6366340266,6414520530,7103507989,7565877534,7775075858,8140282680,8772170427,9672027224,10841723354,12275493959,13789727210,14486137414,15729644901,17588097150,18400538970,18372173611,19618567447,20833948912,21566622850,22940179174,23803230473,NA,"Latin America & Caribbean","Lower middle income","Honduras"
"97","Heavily indebted poor countries (HIPC)","HPC","GDP (current US$)","NY.GDP.MKTP.CD",17459222701,17926969871,19513856223,23554317702,21014685938,24538358960,26728307784,26168776936,27697608179,30849210815,32281043669,34784616281,37755021851,45585455295,55885818114,63590333033,67847073063,79526482797,91653050930,102641000000,108057000000,107923000000,107894000000,102012000000,102267000000,107498000000,123553000000,135550000000,135548000000,131087000000,134342000000,138665000000,126658000000,130760000000,115589000000,131658000000,137331000000,143785000000,151163000000,151093000000,162445000000,154763000000,166492000000,189690000000,218180000000,248193000000,295498000000,353111000000,426498000000,428920000000,474041000000,529822000000,570151000000,636323000000,672962000000,661004000000,677329000000,753022000000,727255000000,NA,"","","Heavily indebted poor countries (HIPC)"
"98","Croatia","HRV","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22387561845,23678012697,23822087053,25432144406,23386945597,21774273832,23289671102,26868450817,34667270723,41523418160,45347181470,50404444703,60121906684,70494603466,62779128128,59865977192,62399478246,56548374545,58157880646,57682343708,49519006809,51623429121,55201417479,60805659436,NA,"Europe & Central Asia","High income","Croatia"
"99","Haiti","HTI","GDP (current US$)","NY.GDP.MKTP.CD",273187200,271066000,281896800,294883400,325281200,353251800,368948600,369124200,367968800,391820400,331200000,362800000,372000000,466800000,565400000,681400000,879000000,947000000,974200000,1080600000,1383800000,1479400000,1474200000,1623600000,1816200000,2009400000,2318000000,2047200000,2613926800,2736243800,3096289800,3473540602,2257121668,1878248741,2167564195,2813313279,2907514523,3338938830,3723909227,4153736347,3953846311,3596443005,3472191962,2960306121,3537720277,4310358096,4756204070,5885325590,6548530572,6584649419,6622541529,7516834160,7890216508,8452509316,8776350790,8724656126,7975563430,8408252995,9658084644,NA,"Latin America & Caribbean","Low income","Haiti"
"100","Hungary","HUN","GDP (current US$)","NY.GDP.MKTP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34748508332,38724945368,40119073326,43160392124,46418916500,46659796773,47290180589,48770466839,49170434391,47310623887,53821315066,67716887203,85324771841,104067000000,113035000000,115295000000,139851000000,157998000000,130594000000,130923000000,140782000000,127857000000,135221000000,140083000000,123074000000,126008000000,139761000000,155703000000,NA,"Europe & Central Asia","High income","Hungary"
"101","IBRD only","IBD","GDP (current US$)","NY.GDP.MKTP.CD",304070000000,290202000000,302263000000,322786000000,366091000000,400527000000,412625000000,424452000000,448538000000,501149000000,544956000000,595267000000,669893000000,861624000000,1086850000000,1173370000000,1278590000000,1449230000000,1562730000000,1872570000000,2208650000000,2391930000000,2373450000000,2339620000000,2393100000000,2527500000000,2629050000000,2687120000000,2906550000000,3017390000000,3454050000000,3721880000000,3712220000000,3978730000000,4349540000000,4889270000000,5343570000000,5656980000000,5502290000000,5341370000000,5804800000000,5890230000000,5983200000000,6735920000000,8014730000000,9585160000000,11367700000000,14131000000000,16963500000000,16461200000000,19990800000000,23617100000000,25106300000000,26533900000000,27401500000000,25861300000000,26007800000000,28633300000000,30466800000000,NA,"","","IBRD only"
"102","IDA & IBRD total","IBT","GDP (current US$)","NY.GDP.MKTP.CD",341048000000,330144000000,345631000000,371781000000,413496000000,454382000000,471223000000,483599000000,510838000000,571426000000,626735000000,677040000000,754810000000,958402000000,1218380000000,1332090000000,1443650000000,1628320000000,1766680000000,2109150000000,2487470000000,2809250000000,2766030000000,2664340000000,2689200000000,2832100000000,2928760000000,3001710000000,3226930000000,3333290000000,3793770000000,4067760000000,4045450000000,4297460000000,4659860000000,5245080000000,5734120000000,6062410000000,5912350000000,5761070000000,6262970000000,6344480000000,6472120000000,7285890000000,8660730000000,10337100000000,12286900000000,15209100000000,18258300000000,17726900000000,21452200000000,25284300000000,26903300000000,28503900000000,29538300000000,27954700000000,28050600000000,30782700000000,32672400000000,NA,"","","IDA & IBRD total"
"103","IDA total","IDA","GDP (current US$)","NY.GDP.MKTP.CD",38231560321,40358683111,43506027187,48930680828,47976820709,54309934298,58865183485,59494949941,62679870046,70668867302,81945635496,82329754180,85900357813,98667523854,133439000000,160020000000,166843000000,181459000000,206006000000,239410000000,282167000000,415433000000,392043000000,328073000000,301780000000,311153000000,307583000000,322072000000,329033000000,322261000000,343560000000,349217000000,336087000000,320309000000,310288000000,356100000000,390953000000,405465000000,410862000000,421548000000,460282000000,456140000000,491482000000,552836000000,649287000000,755429000000,923859000000,1082770000000,1300410000000,1271510000000,1465180000000,1668940000000,1800010000000,1976410000000,2148020000000,2106060000000,2053720000000,2158610000000,2214470000000,NA,"","","IDA total"
"104","IDA blend","IDB","GDP (current US$)","NY.GDP.MKTP.CD",12276346525,13116425058,14016894564,14825026743,16205156535,17630292017,19127748637,19260006457,20467426308,23346392314,32099046143,29727368747,33268313200,35464839055,51435151102,59204100879,71834819291,75285530916,81613035188,100419000000,129045000000,249346000000,228166000000,173993000000,149069000000,148838000000,134234000000,137969000000,142904000000,138140000000,149358000000,151404000000,149657000000,133152000000,137032000000,158227000000,174905000000,179226000000,175947000000,183402000000,200555000000,201330000000,222642000000,250053000000,306065000000,367264000000,473887000000,547458000000,651561000000,608660000000,710857000000,821176000000,903991000000,983063000000,1078990000000,1024950000000,949685000000,942181000000,991212000000,NA,"","","IDA blend"
