,location_id,location_name,sex_id,sex_name,age_group_id,age_group_name,year_id,measure_id,measure_name,metric_name,val,upper,lower
277,182,Malawi,3,Both,22,All Ages,2006,44,Population,Number,12955804.96,14032575.16,11863507.11
278,182,Malawi,3,Both,22,All Ages,2007,44,Population,Number,13281277.48,14310219.98,12249429.35
279,182,Malawi,3,Both,22,All Ages,2008,44,Population,Number,13623902.24,14580845.54,12718600.84
280,182,Malawi,3,Both,22,All Ages,2009,44,Population,Number,13978210.89,14963179.49,12968797.4
281,184,Mozambique,3,Both,22,All Ages,2005,44,Population,Number,19865117.86,21391400.18,18292097.37
282,184,Mozambique,3,Both,22,All Ages,2006,44,Population,Number,20500027.55,22102906.04,18926411.49
283,184,Mozambique,3,Both,22,All Ages,2007,44,Population,Number,21181403,22719458.6,19731550.28
284,184,Mozambique,3,Both,22,All Ages,2008,44,Population,Number,21911032.63,23585683.99,20276518.73
285,184,Mozambique,3,Both,22,All Ages,2009,44,Population,Number,22683374.98,24506961.52,20848471.47
286,187,Somalia,3,Both,22,All Ages,2005,44,Population,Number,11776712.89,13970422.05,9760757.916
287,187,Somalia,3,Both,22,All Ages,2006,44,Population,Number,12205410.5,14624490.93,9900750.613
288,187,Somalia,3,Both,22,All Ages,2007,44,Population,Number,12614922.33,15062928.98,10076122.85
289,187,Somalia,3,Both,22,All Ages,2008,44,Population,Number,12967705.58,15381211.81,10562103.16
290,187,Somalia,3,Both,22,All Ages,2009,44,Population,Number,13333293.37,15962926.94,10710430.03
291,435,SouthSudan,3,Both,22,All Ages,2005,44,Population,Number,8276776.446,9034520.748,7540714.775
292,435,SouthSudan,3,Both,22,All Ages,2006,44,Population,Number,8501486.787,9163766.26,7755360.555
293,435,SouthSudan,3,Both,22,All Ages,2007,44,Population,Number,8735354.951,9430646.89,8059503.903
294,435,SouthSudan,3,Both,22,All Ages,2008,44,Population,Number,8980057.383,9632343.403,8388604.513
295,435,SouthSudan,3,Both,22,All Ages,2009,44,Population,Number,9233683.184,9863622.615,8573520.793
296,193,Botswana,3,Both,22,All Ages,2005,44,Population,Number,1842818.538,2019419.185,1657297.536
297,193,Botswana,3,Both,22,All Ages,2006,44,Population,Number,1873468.979,2052779.526,1686857.604
298,193,Botswana,3,Both,22,All Ages,2007,44,Population,Number,1905574.104,2079185.4,1723373.416
299,193,Botswana,3,Both,22,All Ages,2008,44,Population,Number,1938753.022,2101503.163,1761713.478
300,193,Botswana,3,Both,22,All Ages,2009,44,Population,Number,1972890.968,2136129.15,1818574.114
301,194,Lesotho,3,Both,22,All Ages,2005,44,Population,Number,1946037.122,2092856.243,1804561.523
302,194,Lesotho,3,Both,22,All Ages,2006,44,Population,Number,1937252.576,2071179.12,1806195.919
303,194,Lesotho,3,Both,22,All Ages,2007,44,Population,Number,1929731.335,2073633.948,1786140.712
304,194,Lesotho,3,Both,22,All Ages,2008,44,Population,Number,1923863.389,2068484.738,1767371.144
305,194,Lesotho,3,Both,22,All Ages,2009,44,Population,Number,1920207.142,2082437.387,1758044.721
306,200,Benin,3,Both,22,All Ages,2005,44,Population,Number,7900848.443,8543521.609,7221276.387
307,200,Benin,3,Both,22,All Ages,2006,44,Population,Number,8171433.415,8945537.673,7454316.748
308,200,Benin,3,Both,22,All Ages,2007,44,Population,Number,8450325.123,9281799.731,7612063.029
309,200,Benin,3,Both,22,All Ages,2008,44,Population,Number,8737617.856,9597742.43,7913029.814
310,200,Benin,3,Both,22,All Ages,2009,44,Population,Number,9032490.192,9860628.366,8173389.143
311,203,CaboVerde,3,Both,22,All Ages,2005,44,Population,Number,482081.8652,532296.47,433886.0375
312,203,CaboVerde,3,Both,22,All Ages,2006,44,Population,Number,487573.0641,530763.8891,444305.9001
313,203,CaboVerde,3,Both,22,All Ages,2007,44,Population,Number,492870.113,536514.4219,445719.8368
314,203,CaboVerde,3,Both,22,All Ages,2008,44,Population,Number,498071.1361,538299.574,456758.8406
315,203,CaboVerde,3,Both,22,All Ages,2009,44,Population,Number,503257.4319,539237.1327,462735.6072
316,207,Ghana,3,Both,22,All Ages,2005,44,Population,Number,22006778.77,24145999.33,19973568.82
317,207,Ghana,3,Both,22,All Ages,2006,44,Population,Number,22642279.03,24634809.26,20289686.62
318,207,Ghana,3,Both,22,All Ages,2007,44,Population,Number,23284086.02,25169100.77,21303469.32
319,207,Ghana,3,Both,22,All Ages,2008,44,Population,Number,23926290.06,25824252.68,21993104.12
320,207,Ghana,3,Both,22,All Ages,2009,44,Population,Number,24573831.09,26410362.37,22766537.34
321,37,Kyrgyzstan,3,Both,22,All Ages,2010,44,Population,Number,5639786.285,6041129.017,5250311.284
322,37,Kyrgyzstan,3,Both,22,All Ages,2011,44,Population,Number,5737348.491,6178099.521,5256536.383
323,37,Kyrgyzstan,3,Both,22,All Ages,2012,44,Population,Number,5839634.786,6363010.038,5343740.969
324,37,Kyrgyzstan,3,Both,22,All Ages,2013,44,Population,Number,5944268.807,6508086.797,5426827.778
325,37,Kyrgyzstan,3,Both,22,All Ages,2014,44,Population,Number,6050324.808,6674585.368,5421267.8
326,40,Turkmenistan,3,Both,22,All Ages,2010,44,Population,Number,4559582.473,5032453.747,4095402.335
327,40,Turkmenistan,3,Both,22,All Ages,2011,44,Population,Number,4617907.029,5053046.929,4194176.872
328,40,Turkmenistan,3,Both,22,All Ages,2012,44,Population,Number,4678316.305,5077251.283,4277272.723
329,40,Turkmenistan,3,Both,22,All Ages,2013,44,Population,Number,4739927.338,5098083.83,4357486.541
330,40,Turkmenistan,3,Both,22,All Ages,2014,44,Population,Number,4801514.441,5143914.028,4449211.545
331,45,Bulgaria,3,Both,22,All Ages,2010,44,Population,Number,7442572.323,7487058.309,7396039.895
332,45,Bulgaria,3,Both,22,All Ages,2011,44,Population,Number,7361879.959,7409726.908,7312469.317
333,45,Bulgaria,3,Both,22,All Ages,2012,44,Population,Number,7295373.295,7337615.773,7251191.016
334,45,Bulgaria,3,Both,22,All Ages,2013,44,Population,Number,7242685.614,7289245.157,7193414.606
335,45,Bulgaria,3,Both,22,All Ages,2014,44,Population,Number,7195598.73,7244659.806,7149500.423
336,47,CzechRepublic,3,Both,22,All Ages,2010,44,Population,Number,10470299.86,10549038.89,10397352.43
337,47,CzechRepublic,3,Both,22,All Ages,2011,44,Population,Number,10497908.6,10575938.45,10424331.83
338,47,CzechRepublic,3,Both,22,All Ages,2012,44,Population,Number,10518224.64,10602612.9,10435955.61
339,47,CzechRepublic,3,Both,22,All Ages,2013,44,Population,Number,10534693.52,10611541.29,10456360.92
340,47,CzechRepublic,3,Both,22,All Ages,2014,44,Population,Number,10551067.52,10638725.85,10478114.58
341,48,Hungary,3,Both,22,All Ages,2010,44,Population,Number,9930944.284,10657498.26,9171099.384
342,48,Hungary,3,Both,22,All Ages,2011,44,Population,Number,9901116.388,10534112.94,9228491.439
343,48,Hungary,3,Both,22,All Ages,2012,44,Population,Number,9870688.308,10622916.01,9121909.165
344,48,Hungary,3,Both,22,All Ages,2013,44,Population,Number,9841449.39,10627122.04,9041428.7
345,48,Hungary,3,Both,22,All Ages,2014,44,Population,Number,9814408.318,10705810.29,8975849.382
346,51,Poland,3,Both,22,All Ages,2010,44,Population,Number,38439342.81,38707506.14,38176832.77
347,51,Poland,3,Both,22,All Ages,2011,44,Population,Number,38462541.25,38739795.06,38187365.75
348,51,Poland,3,Both,22,All Ages,2012,44,Population,Number,38470306.49,38751058.21,38207963.62
349,51,Poland,3,Both,22,All Ages,2013,44,Population,Number,38465624.9,38738339.59,38193035.28
350,51,Poland,3,Both,22,All Ages,2014,44,Population,Number,38458445.63,38723589.37,38193588.98
351,53,Serbia,3,Both,22,All Ages,2010,44,Population,Number,9010768.897,9666114.532,8345878.096
352,53,Serbia,3,Both,22,All Ages,2011,44,Population,Number,8987138.911,9570590.066,8337373.617
353,53,Serbia,3,Both,22,All Ages,2012,44,Population,Number,9001028.186,9681352.099,8356300.624
354,53,Serbia,3,Both,22,All Ages,2013,44,Population,Number,9002152.982,9767024.515,8249852.374
355,53,Serbia,3,Both,22,All Ages,2014,44,Population,Number,8953759.825,9775119.435,8138882.423
356,58,Estonia,3,Both,22,All Ages,2010,44,Population,Number,1332112.038,1342028.876,1322191.134
357,58,Estonia,3,Both,22,All Ages,2011,44,Population,Number,1328575.876,1338121.503,1319544.754
358,58,Estonia,3,Both,22,All Ages,2012,44,Population,Number,1324427.89,1333794.93,1315331.416
359,58,Estonia,3,Both,22,All Ages,2013,44,Population,Number,1320351.761,1330113.039,1311192.845
360,58,Estonia,3,Both,22,All Ages,2014,44,Population,Number,1317110.259,1326680.017,1307726.422
361,59,Latvia,3,Both,22,All Ages,2010,44,Population,Number,2117931.654,2131992.887,2103791.664
362,59,Latvia,3,Both,22,All Ages,2011,44,Population,Number,2086955.83,2101433.721,2072782.51
363,59,Latvia,3,Both,22,All Ages,2012,44,Population,Number,2057874.351,2071633.493,2043688.813
364,59,Latvia,3,Both,22,All Ages,2013,44,Population,Number,2031159.922,2045209.273,2017040.265
365,59,Latvia,3,Both,22,All Ages,2014,44,Population,Number,2007174.87,2021088.248,1992945.509
366,61,Moldova,3,Both,22,All Ages,2010,44,Population,Number,3870324.235,4296760.409,3449695.171
367,61,Moldova,3,Both,22,All Ages,2011,44,Population,Number,3846612.483,4256400.652,3435612.816
368,61,Moldova,3,Both,22,All Ages,2012,44,Population,Number,3825385.791,4256313.173,3359824.687
369,61,Moldova,3,Both,22,All Ages,2013,44,Population,Number,3805382.095,4339181.119,3355491.856
370,61,Moldova,3,Both,22,All Ages,2014,44,Population,Number,3785270.226,4273316.202,3290423.818
371,63,Ukraine,3,Both,22,All Ages,2010,44,Population,Number,46266433.19,51974435.6,40639521.4
372,63,Ukraine,3,Both,22,All Ages,2011,44,Population,Number,46077462.71,51756797.44,39958854.53
373,63,Ukraine,3,Both,22,All Ages,2012,44,Population,Number,45901222.44,52102721.96,39446204.47
374,63,Ukraine,3,Both,22,All Ages,2013,44,Population,Number,45720068.58,52078869.83,39222486.94
375,63,Ukraine,3,Both,22,All Ages,2014,44,Population,Number,45536453.23,52097398.67,38806327.55
376,71,Australia,3,Both,22,All Ages,2010,44,Population,Number,21598343.04,23113849.52,20002811.08
377,71,Australia,3,Both,22,All Ages,2011,44,Population,Number,21928500.47,23478134.96,20474122.18
378,71,Australia,3,Both,22,All Ages,2012,44,Population,Number,22268583.14,23907792.82,20660032
379,71,Australia,3,Both,22,All Ages,2013,44,Population,Number,22614361.43,24429447.32,20741039.45
380,71,Australia,3,Both,22,All Ages,2014,44,Population,Number,22954274.55,24785470.21,21059607.23
381,72,NewZealand,3,Both,22,All Ages,2010,44,Population,Number,4265839.239,4658210.243,3897540.076
382,72,NewZealand,3,Both,22,All Ages,2011,44,Population,Number,4296355.61,4634849.851,3958463.424
383,72,NewZealand,3,Both,22,All Ages,2012,44,Population,Number,4323665.236,4651519.307,4011542.249
384,72,NewZealand,3,Both,22,All Ages,2013,44,Population,Number,4348995.465,4646787.899,4055612.096
385,72,NewZealand,3,Both,22,All Ages,2014,44,Population,Number,4373427.589,4667663.523,4056444.188
386,67,Japan,3,Both,22,All Ages,2010,44,Population,Number,129954380.9,139029998.2,120210017.7
387,67,Japan,3,Both,22,All Ages,2011,44,Population,Number,129852403.4,139538010,120616090.4
388,67,Japan,3,Both,22,All Ages,2012,44,Population,Number,129693501.7,139914222,119226926.7
389,67,Japan,3,Both,22,All Ages,2013,44,Population,Number,129514283.5,140483013.1,118724796.6
390,67,Japan,3,Both,22,All Ages,2014,44,Population,Number,129290292.5,139172342,119539291.6
391,68,Korea,3,Both,22,All Ages,2010,44,Population,Number,49343465.51,52865434.18,45845826.82
392,68,Korea,3,Both,22,All Ages,2011,44,Population,Number,49798547.1,53472464.74,46036784.53
393,68,Korea,3,Both,22,All Ages,2012,44,Population,Number,50292949.83,54028465.14,46053295.42
394,68,Korea,3,Both,22,All Ages,2013,44,Population,Number,50799323.63,54730250.23,46963371.2
395,68,Korea,3,Both,22,All Ages,2014,44,Population,Number,51303207.84,54996108.36,47391330.78
396,102,UnitedStates,3,Both,22,All Ages,2010,44,Population,Number,308881002.6,330362974.4,287602404.5
397,102,UnitedStates,3,Both,22,All Ages,2011,44,Population,Number,311413831.1,334321586.7,288969773.4
398,102,UnitedStates,3,Both,22,All Ages,2012,44,Population,Number,313858997.1,340089276.5,287880858.7
399,102,UnitedStates,3,Both,22,All Ages,2013,44,Population,Number,316218034.9,344827672.8,288500912.5
400,102,UnitedStates,3,Both,22,All Ages,2014,44,Population,Number,318519351.9,348998820.5,286998129.3
401,97,Argentina,3,Both,22,All Ages,2010,44,Population,Number,41101526.96,43894334.86,38524458.38
402,97,Argentina,3,Both,22,All Ages,2011,44,Population,Number,41564598.83,44798392.48,38442402.86
403,97,Argentina,3,Both,22,All Ages,2012,44,Population,Number,42018515.7,45387072.57,38638237.8
404,97,Argentina,3,Both,22,All Ages,2013,44,Population,Number,42465677.36,46336343.22,38580818.63
405,97,Argentina,3,Both,22,All Ages,2014,44,Population,Number,42923332.96,46666604.58,38715652.42
406,75,Austria,3,Both,22,All Ages,2010,44,Population,Number,8368988.284,8430708.761,8301362.153
407,75,Austria,3,Both,22,All Ages,2011,44,Population,Number,8399023.066,8472588.155,8338678.414
408,75,Austria,3,Both,22,All Ages,2012,44,Population,Number,8441971.064,8505965.154,8376468.914
409,75,Austria,3,Both,22,All Ages,2013,44,Population,Number,8499725.192,8561685.61,8432586.829
410,75,Austria,3,Both,22,All Ages,2014,44,Population,Number,8571896.716,8638004.084,8500148.583
411,76,Belgium,3,Both,22,All Ages,2010,44,Population,Number,10861735.19,10943173.32,10783471.41
412,76,Belgium,3,Both,22,All Ages,2011,44,Population,Number,10943712.4,11028940.66,10856866.62
413,76,Belgium,3,Both,22,All Ages,2012,44,Population,Number,11021009.04,11111285.66,10936618.73
414,76,Belgium,3,Both,22,All Ages,2013,44,Population,Number,11090546.11,11177173.21,11003370.73
415,76,Belgium,3,Both,22,All Ages,2014,44,Population,Number,11154314.21,11239726.76,11068985.1
416,77,Cyprus,3,Both,22,All Ages,2010,44,Population,Number,1120321.346,1205338.618,1032985.481
417,77,Cyprus,3,Both,22,All Ages,2011,44,Population,Number,1143631.833,1220786.966,1059732.165
418,77,Cyprus,3,Both,22,All Ages,2012,44,Population,Number,1166858.194,1253342.385,1074933.249
419,77,Cyprus,3,Both,22,All Ages,2013,44,Population,Number,1189287.99,1285383.141,1090651.351
420,77,Cyprus,3,Both,22,All Ages,2014,44,Population,Number,1209961.37,1314905.545,1102729.994
421,85,Israel,3,Both,22,All Ages,2010,44,Population,Number,7841284.457,8497729.103,7190004.652
422,85,Israel,3,Both,22,All Ages,2011,44,Population,Number,7996886.432,8720417.002,7255205.994
423,85,Israel,3,Both,22,All Ages,2012,44,Population,Number,8153273.194,8907465.351,7403710.796
424,85,Israel,3,Both,22,All Ages,2013,44,Population,Number,8310875.458,9186300.808,7458568.141
425,85,Israel,3,Both,22,All Ages,2014,44,Population,Number,8469490.727,9325343.54,7567796.469
426,88,Malta,3,Both,22,All Ages,2010,44,Population,Number,422465.0543,453726.5756,389527.8372
427,88,Malta,3,Both,22,All Ages,2011,44,Population,Number,424476.8873,455619.0559,395074.9558
428,88,Malta,3,Both,22,All Ages,2012,44,Population,Number,426380.0563,458882.9931,392802.7324
429,88,Malta,3,Both,22,All Ages,2013,44,Population,Number,428194.848,462115.3499,391547.5127
430,88,Malta,3,Both,22,All Ages,2014,44,Population,Number,429951.6018,468006.5574,391876.3355
431,95,UnitedKingdom,3,Both,22,All Ages,2010,44,Population,Number,63595017.26,67603272.27,59538688.79
432,95,UnitedKingdom,3,Both,22,All Ages,2011,44,Population,Number,64102646.08,67730620.77,60668939.83
433,95,UnitedKingdom,3,Both,22,All Ages,2012,44,Population,Number,64591442.17,68560990.9,60634744.22
434,95,UnitedKingdom,3,Both,22,All Ages,2013,44,Population,Number,65046295.11,69238779.85,60660878.07
435,95,UnitedKingdom,3,Both,22,All Ages,2014,44,Population,Number,65469551.56,70160956.79,60589405.18
436,122,Ecuador,3,Both,22,All Ages,2010,44,Population,Number,14906257.03,15883711.33,13935942.09
437,122,Ecuador,3,Both,22,All Ages,2011,44,Population,Number,15178620.91,16256577.76,14061866.62
438,122,Ecuador,3,Both,22,All Ages,2012,44,Population,Number,15442642.72,16727867.95,14209523.88
439,122,Ecuador,3,Both,22,All Ages,2013,44,Population,Number,15696057.77,17093978.52,14295730.3
440,122,Ecuador,3,Both,22,All Ages,2014,44,Population,Number,15944697.3,17294237.5,14489462.28
441,112,Grenada,3,Both,22,All Ages,2010,44,Population,Number,110433.9176,118470.6604,102157.2824
442,112,Grenada,3,Both,22,All Ages,2011,44,Population,Number,110509.6255,117572.8122,103382.173
443,112,Grenada,3,Both,22,All Ages,2012,44,Population,Number,110613.8769,119463.6825,102488.4269
444,112,Grenada,3,Both,22,All Ages,2013,44,Population,Number,110735.3135,120220.1859,101676.7904
445,112,Grenada,3,Both,22,All Ages,2014,44,Population,Number,110830.3172,120256.4235,101526.9717
446,115,Jamaica,3,Both,22,All Ages,2010,44,Population,Number,2766817.751,2979637.512,2567984.383
447,115,Jamaica,3,Both,22,All Ages,2011,44,Population,Number,2771532.398,2954383.528,2577394.324
448,115,Jamaica,3,Both,22,All Ages,2012,44,Population,Number,2774850.782,2984819.707,2556754.189
449,115,Jamaica,3,Both,22,All Ages,2013,44,Population,Number,2776492.394,3010631.721,2558895.945
450,115,Jamaica,3,Both,22,All Ages,2014,44,Population,Number,2777121.851,3025456.203,2533462.405
451,116,St.Lucia,3,Both,22,All Ages,2010,44,Population,Number,169488.096,181449.2442,158497.161
452,116,St.Lucia,3,Both,22,All Ages,2011,44,Population,Number,170644.8235,183168.7361,157264.1454
453,116,St.Lucia,3,Both,22,All Ages,2012,44,Population,Number,171734.1339,185883.0866,157361.9805
454,116,St.Lucia,3,Both,22,All Ages,2013,44,Population,Number,172776.509,188055.7751,157891.2221
455,116,St.Lucia,3,Both,22,All Ages,2014,44,Population,Number,173777.4942,189997.9115,157798.016
456,129,Honduras,3,Both,22,All Ages,2010,44,Population,Number,7996350.997,8685364.913,7316522.207
457,129,Honduras,3,Both,22,All Ages,2011,44,Population,Number,8202198.232,8849860.225,7548193.435
458,129,Honduras,3,Both,22,All Ages,2012,44,Population,Number,8410474.565,9036154.711,7775788.102
459,129,Honduras,3,Both,22,All Ages,2013,44,Population,Number,8621029.58,9201224.038,8038606.258
460,129,Honduras,3,Both,22,All Ages,2014,44,Population,Number,8835051.881,9502517.011,8111683.324
461,131,Nicaragua,3,Both,22,All Ages,2010,44,Population,Number,5781341.204,6373966.253,5205084.571
462,131,Nicaragua,3,Both,22,All Ages,2011,44,Population,Number,5868973.156,6441945.892,5228539.497
463,131,Nicaragua,3,Both,22,All Ages,2012,44,Population,Number,5956018.403,6579007.605,5300092.803
464,131,Nicaragua,3,Both,22,All Ages,2013,44,Population,Number,6043356.279,6711041.844,5322124.488
465,131,Nicaragua,3,Both,22,All Ages,2014,44,Population,Number,6130944.483,6922844.037,5280324.736
466,133,Venezuela,3,Both,22,All Ages,2010,44,Population,Number,27749646.44,29784283.32,25760321.52
467,133,Venezuela,3,Both,22,All Ages,2011,44,Population,Number,28203323.08,30114355.98,26171579.67
468,133,Venezuela,3,Both,22,All Ages,2012,44,Population,Number,28664870.46,30864700.9,26497801.37
469,133,Venezuela,3,Both,22,All Ages,2013,44,Population,Number,29116494.5,31498570.89,26705598.04
470,133,Venezuela,3,Both,22,All Ages,2014,44,Population,Number,29554454.97,32034082.07,27036830.57
471,136,Paraguay,3,Both,22,All Ages,2010,44,Population,Number,6138414.119,6900973.394,5381561.215
472,136,Paraguay,3,Both,22,All Ages,2011,44,Population,Number,6247599.334,6998580.524,5468625.116
473,136,Paraguay,3,Both,22,All Ages,2012,44,Population,Number,6361352.426,7169471.994,5514580.997
474,136,Paraguay,3,Both,22,All Ages,2013,44,Population,Number,6477126.93,7402180.416,5571127.561
475,136,Paraguay,3,Both,22,All Ages,2014,44,Population,Number,6592486.245,7569740.53,5673189.779
476,160,Afghanistan,3,Both,22,All Ages,2010,44,Population,Number,26294224.22,33375033.28,19409304.45
477,160,Afghanistan,3,Both,22,All Ages,2011,44,Population,Number,27388166.97,34509890.79,20244375.08
478,160,Afghanistan,3,Both,22,All Ages,2012,44,Population,Number,28340362.4,36273884.22,20123072.59
479,160,Afghanistan,3,Both,22,All Ages,2013,44,Population,Number,29446553.7,37597072.67,21405159.87
480,160,Afghanistan,3,Both,22,All Ages,2014,44,Population,Number,30389620.83,39228365.66,20970987.07
481,139,Algeria,3,Both,22,All Ages,2010,44,Population,Number,36293292.23,39165733.79,33458868.86
482,139,Algeria,3,Both,22,All Ages,2011,44,Population,Number,36841551.44,39961404.69,33726263.74
483,139,Algeria,3,Both,22,All Ages,2012,44,Population,Number,37413557.45,40920099.51,34199283.15
484,139,Algeria,3,Both,22,All Ages,2013,44,Population,Number,38008656.08,41735257.54,34621784.53
485,139,Algeria,3,Both,22,All Ages,2014,44,Population,Number,38620042.2,43148928.7,34428898.52
486,141,Egypt,3,Both,22,All Ages,2010,44,Population,Number,83106658.73,90779041.56,75914598.99
487,141,Egypt,3,Both,22,All Ages,2011,44,Population,Number,84924717.45,92955817.88,76383393.41
488,141,Egypt,3,Both,22,All Ages,2012,44,Population,Number,86818990.49,96380267.15,78447797.35
489,141,Egypt,3,Both,22,All Ages,2013,44,Population,Number,88810394.07,97056207.14,80014763.09
490,141,Egypt,3,Both,22,All Ages,2014,44,Population,Number,90851129.87,98198691.37,83284519.43
491,147,Libya,3,Both,22,All Ages,2010,44,Population,Number,6188574.261,6771012.969,5598900.323
492,147,Libya,3,Both,22,All Ages,2011,44,Population,Number,6271104.718,6904386.323,5664464.188
493,147,Libya,3,Both,22,All Ages,2012,44,Population,Number,6420749.05,7090966.957,5718819.222
494,147,Libya,3,Both,22,All Ages,2013,44,Population,Number,6537376.334,7218313.055,5825105.294
495,147,Libya,3,Both,22,All Ages,2014,44,Population,Number,6635988.776,7387204.739,5867228.9
496,151,Qatar,3,Both,22,All Ages,2010,44,Population,Number,1741435.098,1859670.292,1621543.836
497,151,Qatar,3,Both,22,All Ages,2011,44,Population,Number,1931989.642,2069870.026,1786187.586
498,151,Qatar,3,Both,22,All Ages,2012,44,Population,Number,2085567.404,2258937.389,1919934.694
499,151,Qatar,3,Both,22,All Ages,2013,44,Population,Number,2215269.409,2402152.187,2023590.225
500,151,Qatar,3,Both,22,All Ages,2014,44,Population,Number,2338629.481,2511039.195,2171059.463
501,152,SaudiArabia,3,Both,22,All Ages,2010,44,Population,Number,28053745.81,30138522.79,26139887.32
502,152,SaudiArabia,3,Both,22,All Ages,2011,44,Population,Number,29000856.81,31157255.4,26904258.59
503,152,SaudiArabia,3,Both,22,All Ages,2012,44,Population,Number,29943239.04,32275783.21,27511548.58
504,152,SaudiArabia,3,Both,22,All Ages,2013,44,Population,Number,30876723.9,33584280.59,28230343.49
505,152,SaudiArabia,3,Both,22,All Ages,2014,44,Population,Number,31797470.69,34913912.21,28870356.39
506,522,Sudan,3,Both,22,All Ages,2010,44,Population,Number,34285047.17,37131093.76,31617152.86
507,522,Sudan,3,Both,22,All Ages,2011,44,Population,Number,35008992.75,38014957,31872852.65
508,522,Sudan,3,Both,22,All Ages,2012,44,Population,Number,35802327.64,39327915.68,32491248.03
509,522,Sudan,3,Both,22,All Ages,2013,44,Population,Number,36651360.29,40428751.18,33072073.69
510,522,Sudan,3,Both,22,All Ages,2014,44,Population,Number,37565745.05,41665014.75,33552681.34
511,153,Syria,3,Both,22,All Ages,2010,44,Population,Number,22738861.56,25056797.14,20381564.43
512,153,Syria,3,Both,22,All Ages,2011,44,Population,Number,22566540.91,25308262.44,20134274.2
513,153,Syria,3,Both,22,All Ages,2012,44,Population,Number,21318197.22,23690368.42,18813759.46
514,153,Syria,3,Both,22,All Ages,2013,44,Population,Number,19898021.54,22333542.88,17353519.42
515,153,Syria,3,Both,22,All Ages,2014,44,Population,Number,18872709.95,21186409.42,16318853.05
516,155,Turkey,3,Both,22,All Ages,2010,44,Population,Number,74297512.04,74695308.79,73904148.93
517,155,Turkey,3,Both,22,All Ages,2011,44,Population,Number,75247038.11,75623050.9,74839841.18
518,155,Turkey,3,Both,22,All Ages,2012,44,Population,Number,76168687.04,76568520.58,75801663.03
519,155,Turkey,3,Both,22,All Ages,2013,44,Population,Number,77066058.1,77501434.09,76650666.75
520,155,Turkey,3,Both,22,All Ages,2014,44,Population,Number,77931497.68,78329778.95,77523378.38
521,157,Yemen,3,Both,22,All Ages,2010,44,Population,Number,25182462.44,27790212.76,22466324.3
522,157,Yemen,3,Both,22,All Ages,2011,44,Population,Number,25919907.67,28728713.28,23097125.21
523,157,Yemen,3,Both,22,All Ages,2012,44,Population,Number,26666241.69,29874820.84,23517676.47
524,157,Yemen,3,Both,22,All Ages,2013,44,Population,Number,27423151.76,30861867.25,23832874.25
525,157,Yemen,3,Both,22,All Ages,2014,44,Population,Number,28185973.95,31571583.76,24880718.83
526,161,Bangladesh,3,Both,22,All Ages,2010,44,Population,Number,145626835.9,156625482.1,134697961
527,161,Bangladesh,3,Both,22,All Ages,2011,44,Population,Number,147302949.7,157438227.8,136829334.3
528,161,Bangladesh,3,Both,22,All Ages,2012,44,Population,Number,148968441.4,160121913.1,137796377.6
529,161,Bangladesh,3,Both,22,All Ages,2013,44,Population,Number,150620469.1,162975278.5,139234862.8
530,161,Bangladesh,3,Both,22,All Ages,2014,44,Population,Number,152248571.7,165213314.7,138701232.3
531,164,Nepal,3,Both,22,All Ages,2010,44,Population,Number,27649921.6,29711268.89,25628994.26
532,164,Nepal,3,Both,22,All Ages,2011,44,Population,Number,27973562.67,29835472.55,26059616.33
533,164,Nepal,3,Both,22,All Ages,2012,44,Population,Number,28294867.86,30437412.15,26073182.03
534,164,Nepal,3,Both,22,All Ages,2013,44,Population,Number,28615589.01,30932081,26348359.69
535,164,Nepal,3,Both,22,All Ages,2014,44,Population,Number,28936707.94,31395075.79,26405164.36
536,6,China,3,Both,22,All Ages,2010,44,Population,Number,1367214600,1458093393,1279751542
537,6,China,3,Both,22,All Ages,2011,44,Population,Number,1372740110,1480296036,1272649944
538,6,China,3,Both,22,All Ages,2012,44,Population,Number,1378258392,1488031569,1269236106
539,6,China,3,Both,22,All Ages,2013,44,Population,Number,1384603718,1508703828,1267424147
540,6,China,3,Both,22,All Ages,2014,44,Population,Number,1391513592,1517952557,1262791370
541,22,Fiji,3,Both,22,All Ages,2010,44,Population,Number,875384.4217,949998.6949,798599.7798
542,22,Fiji,3,Both,22,All Ages,2011,44,Population,Number,880378.7877,957902.4365,801287.5271
543,22,Fiji,3,Both,22,All Ages,2012,44,Population,Number,885264.2647,979229.178,799478.3117
544,22,Fiji,3,Both,22,All Ages,2013,44,Population,Number,890044.5926,979796.3026,807302.9108
545,22,Fiji,3,Both,22,All Ages,2014,44,Population,Number,894674.7362,968669.831,817788.6732
546,30,Vanuatu,3,Both,22,All Ages,2010,44,Population,Number,247580.4803,265992.1252,229909.9045
547,30,Vanuatu,3,Both,22,All Ages,2011,44,Population,Number,253274.4619,275433.2211,233793.9319
548,30,Vanuatu,3,Both,22,All Ages,2012,44,Population,Number,258970.7655,282715.9051,235688.0542
549,30,Vanuatu,3,Both,22,All Ages,2013,44,Population,Number,264675.0719,285880.8376,240079.7887
550,30,Vanuatu,3,Both,22,All Ages,2014,44,Population,Number,270383.4095,292239.2719,248757.0826
551,16,Philippines,3,Both,22,All Ages,2010,44,Population,Number,95885332.33,102795125.8,89489699.26
552,16,Philippines,3,Both,22,All Ages,2011,44,Population,Number,97153541.23,104684564.8,89619483.19
