Temperature - (Celsius), Year, Statistics, Country, ISO3
24.8267, 2000, Jun Average, Central African Republic, CAF
24.4226, 2000, Jul Average, Central African Republic, CAF
24.2539, 2000, Aug Average, Central African Republic, CAF
24.1847, 2000, Sep Average, Central African Republic, CAF
24.6856, 2000, Oct Average, Central African Republic, CAF
25.0385, 2000, Nov Average, Central African Republic, CAF
24.0451, 2000, Dec Average, Central African Republic, CAF
23.7755, 2001, Jan Average, Central African Republic, CAF
26.2396, 2001, Feb Average, Central African Republic, CAF
27.0859, 2001, Mar Average, Central African Republic, CAF
27.6557, 2001, Apr Average, Central African Republic, CAF
26.8164, 2001, May Average, Central African Republic, CAF
24.9028, 2001, Jun Average, Central African Republic, CAF
24.4172, 2001, Jul Average, Central African Republic, CAF
23.7678, 2001, Aug Average, Central African Republic, CAF
24.1981, 2001, Sep Average, Central African Republic, CAF
24.676, 2001, Oct Average, Central African Republic, CAF
24.5341, 2001, Nov Average, Central African Republic, CAF
24.6021, 2001, Dec Average, Central African Republic, CAF
22.9274, 2002, Jan Average, Central African Republic, CAF
26.6322, 2002, Feb Average, Central African Republic, CAF
27.5544, 2002, Mar Average, Central African Republic, CAF
27.6752, 2002, Apr Average, Central African Republic, CAF
26.8932, 2002, May Average, Central African Republic, CAF
25.2373, 2002, Jun Average, Central African Republic, CAF
24.8822, 2002, Jul Average, Central African Republic, CAF
24.2124, 2002, Aug Average, Central African Republic, CAF
24.2716, 2002, Sep Average, Central African Republic, CAF
24.3906, 2002, Oct Average, Central African Republic, CAF
24.812, 2002, Nov Average, Central African Republic, CAF
23.8212, 2002, Dec Average, Central African Republic, CAF
24.3278, 2003, Jan Average, Central African Republic, CAF
27.0581, 2003, Feb Average, Central African Republic, CAF
27.7844, 2003, Mar Average, Central African Republic, CAF
27.6929, 2003, Apr Average, Central African Republic, CAF
26.6667, 2003, May Average, Central African Republic, CAF
24.9966, 2003, Jun Average, Central African Republic, CAF
24.0602, 2003, Jul Average, Central African Republic, CAF
24.336, 2003, Aug Average, Central African Republic, CAF
24.3704, 2003, Sep Average, Central African Republic, CAF
25.2729, 2003, Oct Average, Central African Republic, CAF
24.9775, 2003, Nov Average, Central African Republic, CAF
24.6858, 2003, Dec Average, Central African Republic, CAF
24.8063, 2004, Jan Average, Central African Republic, CAF
26.4333, 2004, Feb Average, Central African Republic, CAF
28.3336, 2004, Mar Average, Central African Republic, CAF
27.8934, 2004, Apr Average, Central African Republic, CAF
26.6027, 2004, May Average, Central African Republic, CAF
25.1818, 2004, Jun Average, Central African Republic, CAF
25.0054, 2004, Jul Average, Central African Republic, CAF
25.0302, 2004, Aug Average, Central African Republic, CAF
24.484, 2004, Sep Average, Central African Republic, CAF
25.3192, 2004, Oct Average, Central African Republic, CAF
25.1685, 2004, Nov Average, Central African Republic, CAF
24.4086, 2004, Dec Average, Central African Republic, CAF
24.3517, 2005, Jan Average, Central African Republic, CAF
28.822, 2005, Feb Average, Central African Republic, CAF
28.0456, 2005, Mar Average, Central African Republic, CAF
28.2903, 2005, Apr Average, Central African Republic, CAF
26.4192, 2005, May Average, Central African Republic, CAF
25.4653, 2005, Jun Average, Central African Republic, CAF
24.6226, 2005, Jul Average, Central African Republic, CAF
24.502, 2005, Aug Average, Central African Republic, CAF
24.6672, 2005, Sep Average, Central African Republic, CAF
24.7748, 2005, Oct Average, Central African Republic, CAF
24.9876, 2005, Nov Average, Central African Republic, CAF
25.3917, 2005, Dec Average, Central African Republic, CAF
26.1921, 2006, Jan Average, Central African Republic, CAF
26.9384, 2006, Feb Average, Central African Republic, CAF
27.9327, 2006, Mar Average, Central African Republic, CAF
27.8196, 2006, Apr Average, Central African Republic, CAF
26.364, 2006, May Average, Central African Republic, CAF
25.1793, 2006, Jun Average, Central African Republic, CAF
24.6567, 2006, Jul Average, Central African Republic, CAF
24.2683, 2006, Aug Average, Central African Republic, CAF
24.042, 2006, Sep Average, Central African Republic, CAF
24.8765, 2006, Oct Average, Central African Republic, CAF
24.3691, 2006, Nov Average, Central African Republic, CAF
23.9397, 2006, Dec Average, Central African Republic, CAF
23.9402, 2007, Jan Average, Central African Republic, CAF
27.3131, 2007, Feb Average, Central African Republic, CAF
28.3152, 2007, Mar Average, Central African Republic, CAF
27.6128, 2007, Apr Average, Central African Republic, CAF
27.5492, 2007, May Average, Central African Republic, CAF
25.1223, 2007, Jun Average, Central African Republic, CAF
24.4733, 2007, Jul Average, Central African Republic, CAF
24.1712, 2007, Aug Average, Central African Republic, CAF
24.202, 2007, Sep Average, Central African Republic, CAF
24.9066, 2007, Oct Average, Central African Republic, CAF
25.6352, 2007, Nov Average, Central African Republic, CAF
24.5463, 2007, Dec Average, Central African Republic, CAF
25.0859, 2008, Jan Average, Central African Republic, CAF
25.8851, 2008, Feb Average, Central African Republic, CAF
28.1211, 2008, Mar Average, Central African Republic, CAF
26.3003, 2008, Apr Average, Central African Republic, CAF
25.973, 2008, May Average, Central African Republic, CAF
25.0798, 2008, Jun Average, Central African Republic, CAF
24.6085, 2008, Jul Average, Central African Republic, CAF
24.031, 2008, Aug Average, Central African Republic, CAF
24.391, 2008, Sep Average, Central African Republic, CAF
25.0749, 2008, Oct Average, Central African Republic, CAF
25.0861, 2008, Nov Average, Central African Republic, CAF
24.9088, 2008, Dec Average, Central African Republic, CAF
25.5828, 2009, Jan Average, Central African Republic, CAF
26.9355, 2009, Feb Average, Central African Republic, CAF
27.774, 2009, Mar Average, Central African Republic, CAF
28.0994, 2009, Apr Average, Central African Republic, CAF
26.6635, 2009, May Average, Central African Republic, CAF
25.7866, 2009, Jun Average, Central African Republic, CAF
24.9332, 2009, Jul Average, Central African Republic, CAF
24.556, 2009, Aug Average, Central African Republic, CAF
25.2989, 2009, Sep Average, Central African Republic, CAF
25.7531, 2009, Oct Average, Central African Republic, CAF
24.4439, 2009, Nov Average, Central African Republic, CAF
24.4746, 2009, Dec Average, Central African Republic, CAF
25.1065, 2010, Jan Average, Central African Republic, CAF
27.2955, 2010, Feb Average, Central African Republic, CAF
27.5946, 2010, Mar Average, Central African Republic, CAF
28.5759, 2010, Apr Average, Central African Republic, CAF
27.0582, 2010, May Average, Central African Republic, CAF
25.6803, 2010, Jun Average, Central African Republic, CAF
24.7698, 2010, Jul Average, Central African Republic, CAF
24.2114, 2010, Aug Average, Central African Republic, CAF
24.9111, 2010, Sep Average, Central African Republic, CAF
25.3761, 2010, Oct Average, Central African Republic, CAF
25.8498, 2010, Nov Average, Central African Republic, CAF
24.8592, 2010, Dec Average, Central African Republic, CAF
24.3025, 2011, Jan Average, Central African Republic, CAF
27.0559, 2011, Feb Average, Central African Republic, CAF
27.7326, 2011, Mar Average, Central African Republic, CAF
27.8347, 2011, Apr Average, Central African Republic, CAF
26.605, 2011, May Average, Central African Republic, CAF
25.5973, 2011, Jun Average, Central African Republic, CAF
25.0851, 2011, Jul Average, Central African Republic, CAF
24.1836, 2011, Aug Average, Central African Republic, CAF
24.5698, 2011, Sep Average, Central African Republic, CAF
24.4785, 2011, Oct Average, Central African Republic, CAF
24.4407, 2011, Nov Average, Central African Republic, CAF
24.2807, 2011, Dec Average, Central African Republic, CAF
24.668, 2012, Jan Average, Central African Republic, CAF
27.4708, 2012, Feb Average, Central African Republic, CAF
27.6502, 2012, Mar Average, Central African Republic, CAF
28.0186, 2012, Apr Average, Central African Republic, CAF
26.5081, 2012, May Average, Central African Republic, CAF
24.9637, 2012, Jun Average, Central African Republic, CAF
24.0645, 2012, Jul Average, Central African Republic, CAF
23.683, 2012, Aug Average, Central African Republic, CAF
24.2012, 2012, Sep Average, Central African Republic, CAF
24.3346, 2012, Oct Average, Central African Republic, CAF
25.2283, 2012, Nov Average, Central African Republic, CAF
24.3906, 2012, Dec Average, Central African Republic, CAF
24.5432, 2013, Jan Average, Central African Republic, CAF
27.405, 2013, Feb Average, Central African Republic, CAF
28.1952, 2013, Mar Average, Central African Republic, CAF
26.595, 2013, Apr Average, Central African Republic, CAF
26.6559, 2013, May Average, Central African Republic, CAF
25.7432, 2013, Jun Average, Central African Republic, CAF
24.5608, 2013, Jul Average, Central African Republic, CAF
23.5759, 2013, Aug Average, Central African Republic, CAF
24.32, 2013, Sep Average, Central African Republic, CAF
24.2844, 2013, Oct Average, Central African Republic, CAF
25.3635, 2013, Nov Average, Central African Republic, CAF
25.4648, 2013, Dec Average, Central African Republic, CAF
25.3207, 2014, Jan Average, Central African Republic, CAF
26.3855, 2014, Feb Average, Central African Republic, CAF
28.1307, 2014, Mar Average, Central African Republic, CAF
27.8162, 2014, Apr Average, Central African Republic, CAF
26.3749, 2014, May Average, Central African Republic, CAF
25.5497, 2014, Jun Average, Central African Republic, CAF
24.6823, 2014, Jul Average, Central African Republic, CAF
23.7486, 2014, Aug Average, Central African Republic, CAF
24.04, 2014, Sep Average, Central African Republic, CAF
25.051, 2014, Oct Average, Central African Republic, CAF
24.7711, 2014, Nov Average, Central African Republic, CAF
23.8156, 2014, Dec Average, Central African Republic, CAF
23.8271, 2015, Jan Average, Central African Republic, CAF
27.3944, 2015, Feb Average, Central African Republic, CAF
28.2204, 2015, Mar Average, Central African Republic, CAF
27.0805, 2015, Apr Average, Central African Republic, CAF
26.0117, 2015, May Average, Central African Republic, CAF
25.1451, 2015, Jun Average, Central African Republic, CAF
25.353, 2015, Jul Average, Central African Republic, CAF
24.7478, 2015, Aug Average, Central African Republic, CAF
24.9908, 2015, Sep Average, Central African Republic, CAF
25.4002, 2015, Oct Average, Central African Republic, CAF
25.0912, 2015, Nov Average, Central African Republic, CAF
22.842, 2015, Dec Average, Central African Republic, CAF
24.6306, 2016, Jan Average, Central African Republic, CAF
26.9932, 2016, Feb Average, Central African Republic, CAF
28.0934, 2016, Mar Average, Central African Republic, CAF
27.9595, 2016, Apr Average, Central African Republic, CAF
26.8942, 2016, May Average, Central African Republic, CAF
25.2182, 2016, Jun Average, Central African Republic, CAF
24.4193, 2016, Jul Average, Central African Republic, CAF
24.6998, 2016, Aug Average, Central African Republic, CAF
24.5335, 2016, Sep Average, Central African Republic, CAF
25.2257, 2016, Oct Average, Central African Republic, CAF
24.9338, 2016, Nov Average, Central African Republic, CAF
24.8597, 2016, Dec Average, Central African Republic, CAF
24.9579, 1901, Jan Average, Colombia, COL
24.8549, 1901, Feb Average, Colombia, COL
25.3847, 1901, Mar Average, Colombia, COL
25.18, 1901, Apr Average, Colombia, COL
24.4851, 1901, May Average, Colombia, COL
23.2114, 1901, Jun Average, Colombia, COL
23.7684, 1901, Jul Average, Colombia, COL
24.0143, 1901, Aug Average, Colombia, COL
23.5525, 1901, Sep Average, Colombia, COL
23.4411, 1901, Oct Average, Colombia, COL
23.4678, 1901, Nov Average, Colombia, COL
23.5835, 1901, Dec Average, Colombia, COL
23.9854, 1902, Jan Average, Colombia, COL
24.268, 1902, Feb Average, Colombia, COL
24.1046, 1902, Mar Average, Colombia, COL
24.2732, 1902, Apr Average, Colombia, COL
23.8495, 1902, May Average, Colombia, COL
23.1467, 1902, Jun Average, Colombia, COL
23.1575, 1902, Jul Average, Colombia, COL
24.0023, 1902, Aug Average, Colombia, COL
23.3583, 1902, Sep Average, Colombia, COL
23.5546, 1902, Oct Average, Colombia, COL
24.1642, 1902, Nov Average, Colombia, COL
23.9752, 1902, Dec Average, Colombia, COL
23.9964, 1903, Jan Average, Colombia, COL
24.839, 1903, Feb Average, Colombia, COL
24.4178, 1903, Mar Average, Colombia, COL
24.151, 1903, Apr Average, Colombia, COL
23.8455, 1903, May Average, Colombia, COL
23.2713, 1903, Jun Average, Colombia, COL
23.749, 1903, Jul Average, Colombia, COL
23.9776, 1903, Aug Average, Colombia, COL
24.1496, 1903, Sep Average, Colombia, COL
23.5094, 1903, Oct Average, Colombia, COL
23.5281, 1903, Nov Average, Colombia, COL
23.402, 1903, Dec Average, Colombia, COL
23.6666, 1904, Jan Average, Colombia, COL
24.8929, 1904, Feb Average, Colombia, COL
23.9568, 1904, Mar Average, Colombia, COL
24.6389, 1904, Apr Average, Colombia, COL
23.3694, 1904, May Average, Colombia, COL
23.7735, 1904, Jun Average, Colombia, COL
23.7094, 1904, Jul Average, Colombia, COL
23.9415, 1904, Aug Average, Colombia, COL
24.14, 1904, Sep Average, Colombia, COL
23.2984, 1904, Oct Average, Colombia, COL
23.8502, 1904, Nov Average, Colombia, COL
23.5305, 1904, Dec Average, Colombia, COL
23.6375, 1905, Jan Average, Colombia, COL
23.8105, 1905, Feb Average, Colombia, COL
23.8416, 1905, Mar Average, Colombia, COL
24.2849, 1905, Apr Average, Colombia, COL
23.2616, 1905, May Average, Colombia, COL
23.0091, 1905, Jun Average, Colombia, COL
23.7341, 1905, Jul Average, Colombia, COL
24.0014, 1905, Aug Average, Colombia, COL
24.1682, 1905, Sep Average, Colombia, COL
23.6909, 1905, Oct Average, Colombia, COL
23.8565, 1905, Nov Average, Colombia, COL
23.2695, 1905, Dec Average, Colombia, COL
23.6667, 1906, Jan Average, Colombia, COL
23.8229, 1906, Feb Average, Colombia, COL
24.163, 1906, Mar Average, Colombia, COL
24.0821, 1906, Apr Average, Colombia, COL
23.5868, 1906, May Average, Colombia, COL
23.1881, 1906, Jun Average, Colombia, COL
23.6926, 1906, Jul Average, Colombia, COL
23.9757, 1906, Aug Average, Colombia, COL
23.416, 1906, Sep Average, Colombia, COL
24.2364, 1906, Oct Average, Colombia, COL
23.8556, 1906, Nov Average, Colombia, COL
23.011, 1906, Dec Average, Colombia, COL
24.5021, 1907, Jan Average, Colombia, COL
24.8814, 1907, Feb Average, Colombia, COL
25.0019, 1907, Mar Average, Colombia, COL
24.6386, 1907, Apr Average, Colombia, COL
23.1868, 1907, May Average, Colombia, COL
22.8729, 1907, Jun Average, Colombia, COL
23.6935, 1907, Jul Average, Colombia, COL
23.9495, 1907, Aug Average, Colombia, COL
24.1302, 1907, Sep Average, Colombia, COL
23.4352, 1907, Oct Average, Colombia, COL
23.5289, 1907, Nov Average, Colombia, COL
23.5928, 1907, Dec Average, Colombia, COL
23.9853, 1908, Jan Average, Colombia, COL
23.8781, 1908, Feb Average, Colombia, COL
23.8955, 1908, Mar Average, Colombia, COL
23.6266, 1908, Apr Average, Colombia, COL
23.4217, 1908, May Average, Colombia, COL
23.0624, 1908, Jun Average, Colombia, COL
23.6989, 1908, Jul Average, Colombia, COL
23.9602, 1908, Aug Average, Colombia, COL
24.1491, 1908, Sep Average, Colombia, COL
23.3061, 1908, Oct Average, Colombia, COL
23.5238, 1908, Nov Average, Colombia, COL
23.4749, 1908, Dec Average, Colombia, COL
23.9353, 1909, Jan Average, Colombia, COL
24.8871, 1909, Feb Average, Colombia, COL
24.7345, 1909, Mar Average, Colombia, COL
24.6538, 1909, Apr Average, Colombia, COL
23.5167, 1909, May Average, Colombia, COL
22.8656, 1909, Jun Average, Colombia, COL
23.6803, 1909, Jul Average, Colombia, COL
23.9393, 1909, Aug Average, Colombia, COL
23.4786, 1909, Sep Average, Colombia, COL
23.3691, 1909, Oct Average, Colombia, COL
23.6542, 1909, Nov Average, Colombia, COL
23.1361, 1909, Dec Average, Colombia, COL
23.3901, 1910, Jan Average, Colombia, COL
24.8968, 1910, Feb Average, Colombia, COL
23.604, 1910, Mar Average, Colombia, COL
23.7834, 1910, Apr Average, Colombia, COL
24.1996, 1910, May Average, Colombia, COL
23.3293, 1910, Jun Average, Colombia, COL
23.475, 1910, Jul Average, Colombia, COL
23.5925, 1910, Aug Average, Colombia, COL
24.1522, 1910, Sep Average, Colombia, COL
24.2033, 1910, Oct Average, Colombia, COL
23.8727, 1910, Nov Average, Colombia, COL
23.5532, 1910, Dec Average, Colombia, COL
24.5271, 1911, Jan Average, Colombia, COL
23.985, 1911, Feb Average, Colombia, COL
25.0728, 1911, Mar Average, Colombia, COL
23.906, 1911, Apr Average, Colombia, COL
23.1404, 1911, May Average, Colombia, COL
23.8053, 1911, Jun Average, Colombia, COL
23.6598, 1911, Jul Average, Colombia, COL
23.9694, 1911, Aug Average, Colombia, COL
24.1864, 1911, Sep Average, Colombia, COL
23.6714, 1911, Oct Average, Colombia, COL
23.7795, 1911, Nov Average, Colombia, COL
23.5959, 1911, Dec Average, Colombia, COL
23.9646, 1912, Jan Average, Colombia, COL
24.2797, 1912, Feb Average, Colombia, COL
24.0268, 1912, Mar Average, Colombia, COL
23.6754, 1912, Apr Average, Colombia, COL
23.9765, 1912, May Average, Colombia, COL
23.8654, 1912, Jun Average, Colombia, COL
23.713, 1912, Jul Average, Colombia, COL
24.0027, 1912, Aug Average, Colombia, COL
24.116, 1912, Sep Average, Colombia, COL
23.3772, 1912, Oct Average, Colombia, COL
23.4804, 1912, Nov Average, Colombia, COL
23.4272, 1912, Dec Average, Colombia, COL
23.6663, 1913, Jan Average, Colombia, COL
25.0214, 1913, Feb Average, Colombia, COL
25.0753, 1913, Mar Average, Colombia, COL
24.6904, 1913, Apr Average, Colombia, COL
24.2452, 1913, May Average, Colombia, COL
23.8018, 1913, Jun Average, Colombia, COL
23.6749, 1913, Jul Average, Colombia, COL
23.8857, 1913, Aug Average, Colombia, COL
24.1483, 1913, Sep Average, Colombia, COL
24.2051, 1913, Oct Average, Colombia, COL
23.5309, 1913, Nov Average, Colombia, COL
23.2127, 1913, Dec Average, Colombia, COL
23.7537, 1914, Jan Average, Colombia, COL
24.0308, 1914, Feb Average, Colombia, COL
24.3039, 1914, Mar Average, Colombia, COL
23.9956, 1914, Apr Average, Colombia, COL
23.2311, 1914, May Average, Colombia, COL
23.7938, 1914, Jun Average, Colombia, COL
23.7537, 1914, Jul Average, Colombia, COL
23.9197, 1914, Aug Average, Colombia, COL
24.1836, 1914, Sep Average, Colombia, COL
23.3568, 1914, Oct Average, Colombia, COL
23.833, 1914, Nov Average, Colombia, COL
24.3003, 1914, Dec Average, Colombia, COL
24.2765, 1915, Jan Average, Colombia, COL
24.5335, 1915, Feb Average, Colombia, COL
24.9596, 1915, Mar Average, Colombia, COL
24.2222, 1915, Apr Average, Colombia, COL
25.1977, 1915, May Average, Colombia, COL
24.5112, 1915, Jun Average, Colombia, COL
24.5385, 1915, Jul Average, Colombia, COL
25.4111, 1915, Aug Average, Colombia, COL
24.6432, 1915, Sep Average, Colombia, COL
25.3426, 1915, Oct Average, Colombia, COL
24.8074, 1915, Nov Average, Colombia, COL
24.8636, 1915, Dec Average, Colombia, COL
24.6261, 1916, Jan Average, Colombia, COL
24.9714, 1916, Feb Average, Colombia, COL
24.8542, 1916, Mar Average, Colombia, COL
25.3005, 1916, Apr Average, Colombia, COL
24.8638, 1916, May Average, Colombia, COL
24.1088, 1916, Jun Average, Colombia, COL
24.2738, 1916, Jul Average, Colombia, COL
23.8788, 1916, Aug Average, Colombia, COL
24.7487, 1916, Sep Average, Colombia, COL
24.2384, 1916, Oct Average, Colombia, COL
24.2446, 1916, Nov Average, Colombia, COL
23.9574, 1916, Dec Average, Colombia, COL
23.9437, 1917, Jan Average, Colombia, COL
23.8141, 1917, Feb Average, Colombia, COL
24.775, 1917, Mar Average, Colombia, COL
24.6703, 1917, Apr Average, Colombia, COL
24.295, 1917, May Average, Colombia, COL
23.3736, 1917, Jun Average, Colombia, COL
23.8366, 1917, Jul Average, Colombia, COL
23.7492, 1917, Aug Average, Colombia, COL
24.1458, 1917, Sep Average, Colombia, COL
24.1093, 1917, Oct Average, Colombia, COL
24.2938, 1917, Nov Average, Colombia, COL
24.315, 1917, Dec Average, Colombia, COL
24.3609, 1918, Jan Average, Colombia, COL
24.4757, 1918, Feb Average, Colombia, COL
23.9522, 1918, Mar Average, Colombia, COL
24.1585, 1918, Apr Average, Colombia, COL
23.1652, 1918, May Average, Colombia, COL
23.0423, 1918, Jun Average, Colombia, COL
23.6783, 1918, Jul Average, Colombia, COL
24.4585, 1918, Aug Average, Colombia, COL
24.3362, 1918, Sep Average, Colombia, COL
24.7002, 1918, Oct Average, Colombia, COL
24.1097, 1918, Nov Average, Colombia, COL
24.1545, 1918, Dec Average, Colombia, COL
23.3969, 1919, Jan Average, Colombia, COL
24.1427, 1919, Feb Average, Colombia, COL
25.103, 1919, Mar Average, Colombia, COL
23.8912, 1919, Apr Average, Colombia, COL
23.712, 1919, May Average, Colombia, COL
23.8818, 1919, Jun Average, Colombia, COL
23.7086, 1919, Jul Average, Colombia, COL
23.9036, 1919, Aug Average, Colombia, COL
24.0855, 1919, Sep Average, Colombia, COL
23.2995, 1919, Oct Average, Colombia, COL
23.4269, 1919, Nov Average, Colombia, COL
23.6488, 1919, Dec Average, Colombia, COL
23.3815, 1920, Jan Average, Colombia, COL
23.9632, 1920, Feb Average, Colombia, COL
25.0796, 1920, Mar Average, Colombia, COL
23.9675, 1920, Apr Average, Colombia, COL
23.3236, 1920, May Average, Colombia, COL
23.7283, 1920, Jun Average, Colombia, COL
23.6203, 1920, Jul Average, Colombia, COL
23.8694, 1920, Aug Average, Colombia, COL
24.0987, 1920, Sep Average, Colombia, COL
24.2639, 1920, Oct Average, Colombia, COL
23.3435, 1920, Nov Average, Colombia, COL
22.9967, 1920, Dec Average, Colombia, COL
24.4644, 1921, Jan Average, Colombia, COL
24.7021, 1921, Feb Average, Colombia, COL
24.0764, 1921, Mar Average, Colombia, COL
23.9303, 1921, Apr Average, Colombia, COL
23.5356, 1921, May Average, Colombia, COL
23.2214, 1921, Jun Average, Colombia, COL
23.5652, 1921, Jul Average, Colombia, COL
23.4282, 1921, Aug Average, Colombia, COL
24.0609, 1921, Sep Average, Colombia, COL
23.3259, 1921, Oct Average, Colombia, COL
23.9593, 1921, Nov Average, Colombia, COL
23.888, 1921, Dec Average, Colombia, COL
24.2382, 1922, Jan Average, Colombia, COL
24.2429, 1922, Feb Average, Colombia, COL
24.0249, 1922, Mar Average, Colombia, COL
24.335, 1922, Apr Average, Colombia, COL
23.665, 1922, May Average, Colombia, COL
22.8094, 1922, Jun Average, Colombia, COL
23.0635, 1922, Jul Average, Colombia, COL
23.6618, 1922, Aug Average, Colombia, COL
23.8726, 1922, Sep Average, Colombia, COL
23.7299, 1922, Oct Average, Colombia, COL
23.5315, 1922, Nov Average, Colombia, COL
23.4678, 1922, Dec Average, Colombia, COL
23.8279, 1923, Jan Average, Colombia, COL
24.5324, 1923, Feb Average, Colombia, COL
24.6918, 1923, Mar Average, Colombia, COL
24.3754, 1923, Apr Average, Colombia, COL
23.7499, 1923, May Average, Colombia, COL
23.8211, 1923, Jun Average, Colombia, COL
22.9322, 1923, Jul Average, Colombia, COL
23.7125, 1923, Aug Average, Colombia, COL
24.3678, 1923, Sep Average, Colombia, COL
23.8788, 1923, Oct Average, Colombia, COL
24.4599, 1923, Nov Average, Colombia, COL
24.0155, 1923, Dec Average, Colombia, COL
25.1363, 1924, Jan Average, Colombia, COL
25.0119, 1924, Feb Average, Colombia, COL
25.7126, 1924, Mar Average, Colombia, COL
25.011, 1924, Apr Average, Colombia, COL
24.4426, 1924, May Average, Colombia, COL
23.2373, 1924, Jun Average, Colombia, COL
23.2187, 1924, Jul Average, Colombia, COL
24.0199, 1924, Aug Average, Colombia, COL
23.3807, 1924, Sep Average, Colombia, COL
23.6571, 1924, Oct Average, Colombia, COL
23.7904, 1924, Nov Average, Colombia, COL
23.8474, 1924, Dec Average, Colombia, COL
23.6729, 1925, Jan Average, Colombia, COL
23.8785, 1925, Feb Average, Colombia, COL
23.9971, 1925, Mar Average, Colombia, COL
24.3359, 1925, Apr Average, Colombia, COL
24.2341, 1925, May Average, Colombia, COL
23.4281, 1925, Jun Average, Colombia, COL
23.3742, 1925, Jul Average, Colombia, COL
23.583, 1925, Aug Average, Colombia, COL
24.0413, 1925, Sep Average, Colombia, COL
24.4541, 1925, Oct Average, Colombia, COL
24.0979, 1925, Nov Average, Colombia, COL
24.4585, 1925, Dec Average, Colombia, COL
24.9201, 1926, Jan Average, Colombia, COL
25.4149, 1926, Feb Average, Colombia, COL
25.6551, 1926, Mar Average, Colombia, COL
25.6009, 1926, Apr Average, Colombia, COL
24.8676, 1926, May Average, Colombia, COL
24.3436, 1926, Jun Average, Colombia, COL
23.7794, 1926, Jul Average, Colombia, COL
23.8998, 1926, Aug Average, Colombia, COL
23.9093, 1926, Sep Average, Colombia, COL
24.2154, 1926, Oct Average, Colombia, COL
24.4337, 1926, Nov Average, Colombia, COL
23.8386, 1926, Dec Average, Colombia, COL
24.0956, 1927, Jan Average, Colombia, COL
24.3525, 1927, Feb Average, Colombia, COL
24.863, 1927, Mar Average, Colombia, COL
24.2349, 1927, Apr Average, Colombia, COL
23.8775, 1927, May Average, Colombia, COL
23.4837, 1927, Jun Average, Colombia, COL
22.8365, 1927, Jul Average, Colombia, COL
24.0195, 1927, Aug Average, Colombia, COL
24.0067, 1927, Sep Average, Colombia, COL
23.8964, 1927, Oct Average, Colombia, COL
24.6184, 1927, Nov Average, Colombia, COL
24.4333, 1927, Dec Average, Colombia, COL
24.4007, 1928, Jan Average, Colombia, COL
25.0606, 1928, Feb Average, Colombia, COL
24.6872, 1928, Mar Average, Colombia, COL
24.8993, 1928, Apr Average, Colombia, COL
24.143, 1928, May Average, Colombia, COL
23.586, 1928, Jun Average, Colombia, COL
23.51, 1928, Jul Average, Colombia, COL
23.7741, 1928, Aug Average, Colombia, COL
24.0994, 1928, Sep Average, Colombia, COL
24.1076, 1928, Oct Average, Colombia, COL
24.2069, 1928, Nov Average, Colombia, COL
23.9148, 1928, Dec Average, Colombia, COL
24.6112, 1929, Jan Average, Colombia, COL
25.0893, 1929, Feb Average, Colombia, COL
24.7248, 1929, Mar Average, Colombia, COL
24.5944, 1929, Apr Average, Colombia, COL
23.8568, 1929, May Average, Colombia, COL
23.4497, 1929, Jun Average, Colombia, COL
23.1174, 1929, Jul Average, Colombia, COL
23.9057, 1929, Aug Average, Colombia, COL
24.2894, 1929, Sep Average, Colombia, COL
24.2886, 1929, Oct Average, Colombia, COL
24.4475, 1929, Nov Average, Colombia, COL
24.4009, 1929, Dec Average, Colombia, COL
24.2749, 1930, Jan Average, Colombia, COL
24.8341, 1930, Feb Average, Colombia, COL
25.3169, 1930, Mar Average, Colombia, COL
24.8871, 1930, Apr Average, Colombia, COL
23.9906, 1930, May Average, Colombia, COL
23.6302, 1930, Jun Average, Colombia, COL
23.5952, 1930, Jul Average, Colombia, COL
23.6776, 1930, Aug Average, Colombia, COL
24.1512, 1930, Sep Average, Colombia, COL
24.0554, 1930, Oct Average, Colombia, COL
24.7183, 1930, Nov Average, Colombia, COL
24.6418, 1930, Dec Average, Colombia, COL
25.1021, 1931, Jan Average, Colombia, COL
25.3932, 1931, Feb Average, Colombia, COL
25.796, 1931, Mar Average, Colombia, COL
25.415, 1931, Apr Average, Colombia, COL
24.5547, 1931, May Average, Colombia, COL
23.9981, 1931, Jun Average, Colombia, COL
23.332, 1931, Jul Average, Colombia, COL
23.9625, 1931, Aug Average, Colombia, COL
24.0425, 1931, Sep Average, Colombia, COL
24.4476, 1931, Oct Average, Colombia, COL
24.4442, 1931, Nov Average, Colombia, COL
24.2973, 1931, Dec Average, Colombia, COL
24.4821, 1932, Jan Average, Colombia, COL
25.0132, 1932, Feb Average, Colombia, COL
24.8055, 1932, Mar Average, Colombia, COL
25.4062, 1932, Apr Average, Colombia, COL
23.9539, 1932, May Average, Colombia, COL
23.6637, 1932, Jun Average, Colombia, COL
23.3966, 1932, Jul Average, Colombia, COL
23.969, 1932, Aug Average, Colombia, COL
24.0954, 1932, Sep Average, Colombia, COL
23.8587, 1932, Oct Average, Colombia, COL
24.5216, 1932, Nov Average, Colombia, COL
24.254, 1932, Dec Average, Colombia, COL
24.7463, 1933, Jan Average, Colombia, COL
24.6283, 1933, Feb Average, Colombia, COL
24.9927, 1933, Mar Average, Colombia, COL
24.6722, 1933, Apr Average, Colombia, COL
24.4109, 1933, May Average, Colombia, COL
